academic_id,daily_study_hours,academic_pressure_score,attendance_percentage,cgpa
A-212383,7.7,2,0.968,7.05
A-212388,7.7,2,0.863,6.88
A-212403,7.7,2,0.969,4.6
A-212413,7.7,2,0.991,7.35
A-212425,7.7,2,0.855,5.21
A-212428,7.7,2,0.596,9.94
A-212431,7.7,2,0.653,6.68
A-212439,7.7,2,0.902,9.18
A-212451,7.7,2,0.818,5.02
A-212456,7.7,2,0.56,6.77
A-212469,7.7,2,0.717,5.15
A-158842,4.6,2,0.713,6.53
A-158845,4.6,2,0.66,9.76
A-158861,4.6,2,0.89,5.53
A-158867,4.6,2,0.78,5.4
A-158869,4.6,2,0.649,5.12
A-158876,4.6,2,0.526,5.9
A-158881,4.6,2,0.889,5.74
A-158883,4.6,2,0.861,7.18
A-158893,4.6,2,0.792,8.06
A-158907,4.6,2,0.916,5.48
A-158918,4.6,2,0.695,9.44
A-158919,4.6,2,0.533,4.42
A-158937,4.6,2,0.836,9.88
A-158947,4.6,2,0.994,9.28
A-158956,4.6,2,0.893,6.94
A-158959,4.6,2,0.636,5.32
A-158970,4.6,2,0.903,9.08
A-158978,4.6,2,0.914,7.31
A-158980,4.6,2,0.888,8.57
A-158982,4.6,2,0.625,8.48
A-158985,4.6,2,0.898,8.64
A-159001,4.6,2,0.774,6.48
A-159004,4.6,2,0.74,8.28
A-159006,4.6,2,0.893,7.62
A-159014,4.6,2,0.844,8.59
A-159031,4.6,2,0.634,6.13
A-159033,4.6,2,0.959,6.18
A-159038,4.6,2,0.978,4.67
A-159047,4.6,2,0.86,6.47
A-159056,4.6,2,0.994,7.11
A-159057,4.6,2,0.896,5.65
A-159060,4.6,2,0.917,7.43
A-159064,4.6,2,0.872,5.48
A-159079,4.6,2,0.576,7.72
A-159087,4.6,2,0.815,6.47
A-159093,4.6,2,0.75,7.54
A-159094,4.6,2,0.86,6.94
A-159101,4.6,2,0.546,7.65
A-159102,4.6,2,0.767,4.42
A-159104,4.6,2,0.559,4.09
A-159106,4.6,2,0.819,5.65
A-159109,4.6,2,0.96,9.36
A-159110,4.6,2,0.89,9.43
A-159116,4.6,2,0.516,4.01
A-159126,4.6,2,0.983,6.11
A-159130,4.6,2,1,7.75
A-159138,4.6,2,0.908,7.14
A-159201,4.6,2,0.554,5.04
A-159203,4.6,2,0.637,4.64
A-159204,4.6,2,0.725,5.45
A-159210,4.6,2,0.783,4.32
A-159221,4.6,2,0.617,9.14
A-159237,4.6,2,0.592,8.29
A-159254,4.6,2,0.68,6
A-159265,4.6,2,0.891,7.93
A-159271,4.6,2,0.515,6.43
A-159284,4.6,2,0.823,4.48
A-159286,4.6,2,0.845,7.11
A-159288,4.6,2,0.724,5.59
A-159293,4.6,2,0.54,5.44
A-159296,4.6,2,0.999,9.39
A-159310,4.6,2,0.738,7.84
A-159314,4.6,2,0.516,5.67
A-159316,4.6,2,0.717,8.61
A-159318,4.6,2,0.983,6.39
A-159328,4.6,2,0.538,9.64
A-159336,4.6,2,0.963,7.57
A-159338,4.6,2,0.569,8.14
A-159347,4.6,2,0.718,6.97
A-159352,4.6,2,0.542,4.71
A-159354,4.6,2,0.873,7.7
A-159357,4.6,2,0.648,9.85
A-159358,4.6,2,0.716,8.2
A-159368,4.6,2,0.961,4.29
A-159371,4.6,2,0.552,8.92
A-159372,4.6,2,0.562,7.93
A-159374,4.6,2,0.786,5.79
A-159393,4.6,2,0.651,4.42
A-159394,4.6,2,0.638,9.5
A-159399,4.6,2,0.94,5.77
A-159407,4.6,2,0.52,6.26
A-159426,4.6,2,0.976,7.56
A-159429,4.6,2,0.789,6.51
A-159431,4.6,2,0.626,8.49
A-159433,4.6,2,0.861,6.09
A-159460,4.6,2,0.604,4.66
A-159467,4.6,2,0.541,5.18
A-159470,4.6,2,0.894,9.16
A-159476,4.6,2,0.664,7.35
A-159493,4.6,2,0.908,5.3
A-159507,4.6,2,0.838,9.84
A-159510,4.6,2,0.894,8.68
A-159521,4.6,2,0.981,6.92
A-159546,4.6,2,0.68,6.9
A-159561,4.6,2,0.869,8.08
A-159564,4.6,2,0.533,9.12
A-159568,4.6,2,0.979,5.95
A-159587,4.6,2,0.876,7.53
A-159607,4.6,2,0.518,5.07
A-159614,4.6,2,0.613,9.59
A-159617,4.6,2,0.698,5.43
A-159625,4.6,2,0.833,8.42
A-159628,4.6,2,0.824,8.76
A-159630,4.6,2,0.721,4.19
A-159646,4.6,2,0.629,9.22
A-159650,4.6,2,0.703,7.44
A-159656,4.6,2,0.662,9.77
A-159676,4.6,2,0.571,8.31
A-159687,4.6,2,0.942,7.18
A-159694,4.6,2,0.542,5.55
A-159696,4.6,2,0.54,7.15
A-159697,4.6,2,0.79,7.16
A-159722,4.6,2,0.866,6.15
A-159742,4.6,2,0.504,9.99
A-159751,4.6,2,0.526,6.3
A-159753,4.6,2,0.889,6.46
A-159761,4.6,2,0.919,9.58
A-159765,4.6,2,0.665,5
A-159769,4.6,2,0.556,6.38
A-159792,4.6,2,0.865,5.23
A-159801,4.6,2,0.964,6.12
A-159818,4.6,2,0.607,9.23
A-159829,4.6,2,0.801,9.44
A-159831,4.6,2,0.873,7.1
A-159841,4.6,2,0.824,5.75
A-159846,4.6,2,0.905,7.73
A-159849,4.6,2,0.521,4.81
A-159852,4.6,2,0.98,6.37
A-159867,4.6,2,0.666,7.69
A-159881,4.6,2,0.965,8.6
A-159882,4.6,2,0.93,4.23
A-159889,4.6,2,0.835,6.73
A-159898,4.6,2,0.706,7.55
A-159906,4.6,2,0.549,6.24
A-159914,4.6,2,0.846,8.77
A-159915,4.6,2,0.655,5.18
A-159919,4.6,2,0.889,6.36
A-159927,4.6,2,0.586,8.3
A-159932,4.6,2,0.762,9.58
A-159940,4.6,2,0.83,7.02
A-159948,4.6,2,0.526,5.28
A-159951,4.6,2,0.933,9.93
A-159961,4.6,2,0.865,5.78
A-159963,4.6,2,0.92,5.05
A-159978,4.6,2,0.648,9.21
A-159979,4.6,2,0.728,9.15
A-159992,4.6,2,0.684,7.06
A-160004,4.6,2,0.808,9.17
A-160006,4.6,2,0.957,8.14
A-160007,4.6,2,0.735,7.43
A-160028,4.6,2,0.997,7.75
A-160052,4.6,2,0.635,9.61
A-160118,4.6,2,0.801,6.01
A-160123,4.6,2,0.712,8.83
A-160136,4.6,2,0.678,9.5
A-160139,4.6,2,0.639,7.1
A-160167,4.6,2,0.867,9.71
A-160172,4.6,2,0.535,4.98
A-160175,4.6,2,0.828,5.63
A-160192,4.6,2,0.716,5.77
A-160195,4.6,2,0.987,5.25
A-160197,4.6,2,0.961,6.05
A-160215,4.6,2,0.728,6.03
A-160216,4.6,2,0.626,4.12
A-160223,4.6,2,0.618,9.44
A-160231,4.6,2,0.633,8.65
A-160232,4.6,2,0.79,6.57
A-160233,4.6,2,0.955,9.59
A-160244,4.6,2,0.886,9.29
A-160262,4.6,2,0.501,5.44
A-160276,4.6,2,0.509,5.15
A-160279,4.6,2,0.505,6.64
A-160290,4.6,2,0.511,7.65
A-160311,4.6,2,0.522,5.93
A-160321,4.6,2,0.771,7.06
A-160331,4.6,2,0.691,5.73
A-160340,4.6,2,0.822,7.87
A-160341,4.6,2,0.937,7.69
A-160354,4.6,2,0.804,4.58
A-160376,4.6,2,0.672,4.46
A-160393,4.6,2,0.743,4.15
A-160396,4.6,2,0.743,9.29
A-160397,4.6,2,0.898,7.17
A-160413,4.6,2,0.881,6.21
A-160416,4.6,2,0.733,8.5
A-160425,4.6,2,0.841,9.09
A-160437,4.6,2,0.955,4.72
A-124043,2.5,2,0.733,5.63
A-124046,2.5,2,0.506,9.47
A-124071,2.5,2,0.6,7.79
A-124074,2.5,2,0.883,7.72
A-124084,2.5,2,0.692,7.1
A-124107,2.5,2,0.857,7.11
A-124111,2.5,2,0.676,7.83
A-124114,2.5,2,0.939,4.86
A-124122,2.5,2,0.916,5.31
A-124125,2.5,2,0.696,4.72
A-124128,2.5,2,0.807,4.09
A-124147,2.5,2,0.967,6.56
A-124150,2.5,2,0.984,5.26
A-124155,2.5,2,0.801,5.94
A-124167,2.5,2,0.956,5.31
A-124174,2.5,2,0.845,4.03
A-124180,2.5,2,0.963,7.84
A-124184,2.5,2,0.745,9.52
A-124198,2.5,2,0.618,5.21
A-124202,2.5,2,0.769,5.15
A-124210,2.5,2,0.881,7.01
A-124218,2.5,2,0.627,4.82
A-124226,2.5,2,0.591,9.61
A-124229,2.5,2,0.607,8.41
A-124230,2.5,2,0.648,8.72
A-124232,2.5,2,0.948,7.46
A-124237,2.5,2,0.683,6.44
A-124242,2.5,2,0.659,4.74
A-124248,2.5,2,0.799,8.98
A-124252,2.5,2,0.986,4.75
A-124256,2.5,2,0.554,7.98
A-124259,2.5,2,0.659,7.62
A-124260,2.5,2,0.579,6.04
A-124266,2.5,2,0.637,6.99
A-124277,2.5,2,0.617,8.2
A-124312,2.5,2,0.653,6.37
A-124325,2.5,2,0.758,5.71
A-124348,2.5,2,0.824,9.8
A-124350,2.5,2,0.905,6.66
A-124365,2.5,2,0.692,9.19
A-124367,2.5,2,0.607,8.6
A-124373,2.5,2,0.894,9.4
A-124378,2.5,2,0.91,6.97
A-124386,2.5,2,0.513,5.66
A-124404,2.5,2,0.704,4.55
A-124408,2.5,2,0.634,9.26
A-124424,2.5,2,0.614,6.67
A-124433,2.5,2,0.54,6.64
A-124436,2.5,2,0.566,9.18
A-124437,2.5,2,0.801,8.71
A-124439,2.5,2,0.863,7.51
A-124448,2.5,2,0.792,5.51
A-124464,2.5,2,0.616,5.82
A-124471,2.5,2,0.918,4.72
A-124481,2.5,2,0.803,9.49
A-124491,2.5,2,0.716,4.09
A-124492,2.5,2,0.558,5.12
A-124493,2.5,2,0.966,4.01
A-124508,2.5,2,0.971,4.84
A-124522,2.5,2,0.932,6.75
A-124527,2.5,2,0.746,4.49
A-124530,2.5,2,0.846,4.14
A-124534,2.5,2,0.523,4.76
A-124541,2.5,2,0.695,8.16
A-124552,2.5,2,0.835,8.27
A-124582,2.5,2,0.633,8.25
A-124595,2.5,2,0.619,8.44
A-124606,2.5,2,0.525,5.99
A-124608,2.5,2,0.946,6.28
A-124618,2.5,2,0.558,9.31
A-124622,2.5,2,0.551,10
A-124639,2.5,2,0.853,5.79
A-124640,2.5,2,0.978,7.87
A-124642,2.5,2,0.514,5.11
A-124656,2.5,2,0.651,8.39
A-124664,2.5,2,0.773,8.81
A-124681,2.5,2,0.981,9.11
A-124686,2.5,2,0.612,9.34
A-124687,2.5,2,0.683,6.74
A-124692,2.5,2,0.876,5.12
A-124703,2.5,2,0.677,5.52
A-124717,2.5,2,0.805,7.81
A-124718,2.5,2,0.515,9.76
A-124732,2.5,2,0.599,6.61
A-124733,2.5,2,0.946,4.38
A-124739,2.5,2,0.96,4.98
A-124750,2.5,2,0.826,7.96
A-124756,2.5,2,0.942,4.83
A-124760,2.5,2,0.865,4.57
A-124762,2.5,2,0.856,9.46
A-124765,2.5,2,0.57,9.4
A-124777,2.5,2,0.806,4.42
A-124778,2.5,2,0.872,5.3
A-124781,2.5,2,0.953,6.84
A-124791,2.5,2,0.735,4.15
A-124793,2.5,2,0.95,6.93
A-124795,2.5,2,0.827,4.77
A-124817,2.5,2,0.519,9.84
A-124828,2.5,2,0.912,4.16
A-124852,2.5,2,0.72,9.03
A-124855,2.5,2,0.776,9.54
A-124870,2.5,2,0.612,5.54
A-124875,2.5,2,0.752,8.44
A-124881,2.5,2,0.9,9.18
A-124883,2.5,2,0.992,8.55
A-124899,2.5,2,0.696,4.01
A-124908,2.5,2,0.961,5.75
A-124923,2.5,2,0.836,8.16
A-124930,2.5,2,0.778,5.24
A-124936,2.5,2,0.734,6.25
A-124945,2.5,2,0.855,7.6
A-124949,2.5,2,0.977,8.9
A-124975,2.5,2,0.762,5.65
A-124998,2.5,2,0.822,7.75
A-124999,2.5,2,0.645,5.95
A-125009,2.5,2,0.975,8.22
A-125027,2.5,2,0.786,7.53
A-125062,2.5,2,0.549,6.93
A-125077,2.5,2,0.779,9.2
A-125087,2.5,2,0.703,5.18
A-125091,2.5,2,0.657,8.78
A-125099,2.5,2,0.904,6.74
A-125102,2.5,2,0.542,4.37
A-125111,2.5,2,0.666,7.28
A-125131,2.5,2,0.728,9.54
A-125137,2.5,2,0.728,9.7
A-125172,2.5,2,0.841,4.91
A-125174,2.5,2,0.58,4.39
A-125175,2.5,2,0.848,5.37
A-125176,2.5,2,0.771,5.4
A-125182,2.5,2,0.886,4.61
A-125185,2.5,2,0.95,6.75
A-125189,2.5,2,0.669,8.07
A-125191,2.5,2,0.84,7.64
A-125196,2.5,2,0.506,5.47
A-125215,2.5,2,0.933,9.74
A-125217,2.5,2,0.838,6.68
A-125226,2.5,2,0.517,8.54
A-125231,2.5,2,0.591,4.93
A-125235,2.5,2,0.804,6.84
A-125270,2.5,2,0.673,6.52
A-125286,2.5,2,0.507,6
A-125287,2.5,2,0.755,5.39
A-125302,2.5,2,0.599,5.41
A-125317,2.5,2,0.633,4.84
A-125331,2.5,2,0.691,7.05
A-125332,2.5,2,0.652,6.81
A-125370,2.5,2,0.919,7.81
A-125423,2.5,2,0.532,4.37
A-125424,2.5,2,0.735,7.61
A-125434,2.5,2,0.633,5.06
A-125444,2.5,2,0.583,9.62
A-125452,2.5,2,0.663,9.78
A-125456,2.5,2,0.893,6.32
A-125460,2.5,2,0.902,4.48
A-125471,2.5,2,0.616,6.55
A-125477,2.5,2,0.786,5.71
A-125480,2.5,2,0.868,9.12
A-125481,2.5,2,0.845,8.2
A-125487,2.5,2,0.83,4.33
A-125489,2.5,2,0.657,6.47
A-125503,2.5,2,0.99,5.99
A-125506,2.5,2,0.812,4.78
A-125512,2.5,2,0.977,8.36
A-125535,2.5,2,0.586,6.14
A-125538,2.5,2,0.593,7.19
A-125546,2.5,2,0.64,4.68
A-125556,2.5,2,0.882,8.19
A-125560,2.5,2,0.749,4.03
A-125565,2.5,2,0.896,9.12
A-125575,2.5,2,0.587,6.11
A-125577,2.5,2,0.538,5.47
A-125590,2.5,2,0.763,8.26
A-125591,2.5,2,0.569,5.31
A-125592,2.5,2,0.751,7.87
A-125603,2.5,2,0.638,8.95
A-125608,2.5,2,0.829,9.52
A-125609,2.5,2,0.83,8.49
A-125611,2.5,2,0.78,5.96
A-125614,2.5,2,0.612,8.98
A-125622,2.5,2,0.763,8.74
A-125627,2.5,2,0.904,6.04
A-125632,2.5,2,0.514,8.94
A-125650,2.5,2,0.827,5.7
A-110834,1.7,2,0.838,7.77
A-110845,1.7,2,0.519,9.72
A-110859,1.7,2,0.871,6.8
A-110873,1.7,2,0.831,9.99
A-110875,1.7,2,0.971,6.45
A-110892,1.7,2,0.592,8.84
A-110893,1.7,2,0.743,8.64
A-110897,1.7,2,0.747,8.11
A-110904,1.7,2,0.727,4.85
A-110909,1.7,2,0.861,7.46
A-110921,1.7,2,0.831,6.74
A-110950,1.7,2,0.825,5.49
A-110951,1.7,2,0.694,6.47
A-110965,1.7,2,0.645,4.1
A-110973,1.7,2,0.615,7.55
A-110978,1.7,2,0.519,8.81
A-110996,1.7,2,0.993,8.16
A-111017,1.7,2,0.956,8.15
A-111019,1.7,2,0.903,4.62
A-111020,1.7,2,0.786,4.41
A-111029,1.7,2,0.502,6.45
A-111051,1.7,2,0.564,7.58
A-111061,1.7,2,0.573,5.95
A-111079,1.7,2,0.762,8.19
A-111081,1.7,2,0.813,6.75
A-111084,1.7,2,0.701,5.06
A-111087,1.7,2,0.816,7.34
A-111097,1.7,2,0.65,8.52
A-111101,1.7,2,0.811,5.2
A-111109,1.7,2,0.739,4.21
A-111114,1.7,2,0.866,8.57
A-111132,1.7,2,0.559,8.24
A-111135,1.7,2,0.999,4.58
A-111139,1.7,2,0.587,6.72
A-111145,1.7,2,0.915,7.14
A-111159,1.7,2,0.607,8.78
A-111165,1.7,2,0.734,9.28
A-111171,1.7,2,0.783,7.14
A-111199,1.7,2,0.969,9.75
A-111200,1.7,2,0.928,9.6
A-111217,1.7,2,0.762,5.08
A-111224,1.7,2,0.937,6.75
A-111253,1.7,2,0.664,8.25
A-111257,1.7,2,0.848,7.62
A-111266,1.7,2,0.988,7.73
A-111270,1.7,2,0.814,4.25
A-111285,1.7,2,0.883,6.15
A-111289,1.7,2,0.999,6.06
A-111294,1.7,2,0.896,4.84
A-111298,1.7,2,0.581,5.94
A-111300,1.7,2,0.605,4.95
A-111303,1.7,2,0.508,9.37
A-111308,1.7,2,0.827,4.67
A-111324,1.7,2,0.763,7.21
A-111363,1.7,2,0.724,9.63
A-111370,1.7,2,0.858,8.39
A-111387,1.7,2,0.983,9.77
A-111388,1.7,2,0.845,5.85
A-111393,1.7,2,0.97,4.2
A-111407,1.7,2,0.766,5.75
A-111408,1.7,2,0.537,4.63
A-111412,1.7,2,0.795,9.05
A-111422,1.7,2,0.613,4.36
A-111424,1.7,2,0.939,4.22
A-111433,1.7,2,0.63,5.45
A-111434,1.7,2,0.626,6.02
A-111448,1.7,2,0.984,5.35
A-111450,1.7,2,0.705,9.22
A-111452,1.7,2,0.819,5.26
A-111467,1.7,2,0.994,5.89
A-111475,1.7,2,0.961,5.54
A-111508,1.7,2,0.832,7.27
A-111526,1.7,2,0.603,6.63
A-111528,1.7,2,0.748,7.1
A-111535,1.7,2,0.836,9.16
A-111538,1.7,2,0.703,8.18
A-111550,1.7,2,0.561,6.74
A-111554,1.7,2,0.815,6.25
A-111575,1.7,2,0.967,9.76
A-111576,1.7,2,0.582,4.18
A-111580,1.7,2,0.87,4.96
A-111582,1.7,2,0.82,6.4
A-111598,1.7,2,0.574,6.05
A-111601,1.7,2,0.807,8.05
A-111616,1.7,2,0.728,7.56
A-111619,1.7,2,0.653,5.84
A-111641,1.7,2,0.629,4.99
A-111645,1.7,2,0.937,4.72
A-111689,1.7,2,0.921,8.14
A-111691,1.7,2,0.692,4.43
A-111693,1.7,2,0.74,8.81
A-111694,1.7,2,0.889,5.18
A-111701,1.7,2,0.54,8.59
A-111710,1.7,2,0.821,5.87
A-111721,1.7,2,0.707,8.32
A-111742,1.7,2,0.88,4.27
A-111750,1.7,2,0.593,9.82
A-111753,1.7,2,0.618,9.07
A-111756,1.7,2,0.731,8.2
A-111757,1.7,2,0.596,7.71
A-111762,1.7,2,0.771,4.45
A-111776,1.7,2,0.834,5.08
A-111787,1.7,2,0.67,9.47
A-111789,1.7,2,0.68,8.31
A-111817,1.7,2,0.774,5.22
A-111821,1.7,2,0.619,8.75
A-111829,1.7,2,0.91,7.49
A-111862,1.7,2,0.886,5.72
A-111871,1.7,2,0.754,4.26
A-111879,1.7,2,0.627,7.85
A-111888,1.7,2,0.907,8.29
A-111895,1.7,2,0.795,4.72
A-111907,1.7,2,0.788,4.69
A-111910,1.7,2,0.866,6.92
A-111916,1.7,2,0.861,8.02
A-111938,1.7,2,0.603,4.39
A-111945,1.7,2,0.754,5.17
A-111951,1.7,2,0.781,9.1
A-111979,1.7,2,0.548,8.81
A-111994,1.7,2,0.754,5.8
A-111999,1.7,2,0.859,9.37
A-112017,1.7,2,0.901,4.31
A-112018,1.7,2,0.913,8.04
A-112023,1.7,2,0.837,7.95
A-112024,1.7,2,0.777,9.7
A-112028,1.7,2,0.6,9.08
A-112038,1.7,2,0.994,5.8
A-112039,1.7,2,0.584,4.39
A-112043,1.7,2,0.545,7.76
A-112044,1.7,2,0.795,5.38
A-112046,1.7,2,0.558,6.26
A-112047,1.7,2,0.901,4.5
A-112050,1.7,2,0.798,4.68
A-112056,1.7,2,0.798,7.03
A-112069,1.7,2,0.912,9.88
A-112073,1.7,2,0.813,5.53
A-112077,1.7,2,0.616,6.28
A-112082,1.7,2,0.978,8.03
A-112108,1.7,2,0.817,9.47
A-112124,1.7,2,0.871,6.52
A-112136,1.7,2,0.835,5.51
A-112144,1.7,2,0.973,6.4
A-112150,1.7,2,0.695,8.93
A-112154,1.7,2,0.642,5.51
A-112161,1.7,2,0.808,7.34
A-112165,1.7,2,0.584,8.95
A-112169,1.7,2,0.883,8.38
A-112176,1.7,2,0.538,6.78
A-112193,1.7,2,0.614,8.65
A-112211,1.7,2,0.556,7.35
A-112214,1.7,2,0.865,4.27
A-112244,1.7,2,0.736,4.51
A-112246,1.7,2,0.959,7.9
A-112250,1.7,2,0.812,4.99
A-112253,1.7,2,0.809,7.4
A-112255,1.7,2,0.776,4.17
A-112256,1.7,2,0.703,8.5
A-112261,1.7,2,0.873,8.92
A-112262,1.7,2,0.518,4.38
A-112263,1.7,2,0.522,7.67
A-112276,1.7,2,0.626,8.56
A-112278,1.7,2,0.67,9.17
A-112282,1.7,2,0.754,5.47
A-112294,1.7,2,0.702,8.6
A-112309,1.7,2,0.51,5.86
A-112322,1.7,2,0.774,8.8
A-112333,1.7,2,0.636,5.27
A-112337,1.7,2,0.583,6.83
A-112344,1.7,2,0.883,8.27
A-112358,1.7,2,0.731,4.65
A-112367,1.7,2,0.717,4.22
A-112371,1.7,2,0.718,5.13
A-112388,1.7,2,0.883,4.62
A-112404,1.7,2,0.543,8.49
A-112408,1.7,2,0.546,5.88
A-112409,1.7,2,0.866,4.74
A-112411,1.7,2,0.913,6.03
A-112417,1.7,2,0.658,4.92
A-112418,1.7,2,0.502,5.53
A-112432,1.7,2,0.925,5.41
A-112435,1.7,2,0.799,8.57
A-112436,1.7,2,0.873,6.53
A-112444,1.7,2,0.999,6.54
A-204085,7.3,2,0.86,9.68
A-204093,7.3,2,0.88,4.18
A-204096,7.3,2,0.924,6.09
A-204106,7.3,2,0.809,4.81
A-204108,7.3,2,0.552,9.55
A-204146,7.3,2,0.821,4.03
A-204157,7.3,2,0.935,6.84
A-204211,7.3,2,0.746,5.7
A-204213,7.3,2,0.906,6.69
A-204221,7.3,2,0.771,4.61
A-204223,7.3,2,0.528,4.6
A-204224,7.3,2,0.78,6.57
A-204227,7.3,2,0.84,8.64
A-204244,7.3,2,0.927,9.51
A-204256,7.3,2,0.865,9.35
A-204267,7.3,2,0.663,8.87
A-204270,7.3,2,0.546,5.31
A-204276,7.3,2,0.955,4.34
A-204285,7.3,2,0.95,9.3
A-204287,7.3,2,0.551,5.66
A-204292,7.3,2,0.738,8.16
A-204295,7.3,2,0.673,7.86
A-204337,7.3,2,0.798,7.8
A-204343,7.3,2,0.729,7.65
A-204361,7.3,2,0.739,9.72
A-204362,7.3,2,0.637,6.06
A-204382,7.3,2,0.505,5.93
A-204398,7.3,2,0.613,9.67
A-204401,7.3,2,0.737,6.17
A-204408,7.3,2,0.552,6.18
A-204424,7.3,2,0.695,7.82
A-204431,7.3,2,0.966,7.32
A-204437,7.3,2,0.527,8.56
A-204447,7.3,2,0.992,9.96
A-204451,7.3,2,0.901,6.33
A-204452,7.3,2,0.957,5.58
A-204454,7.3,2,0.623,9.61
A-204473,7.3,2,0.518,4.36
A-204475,7.3,2,1,9.34
A-204478,7.3,2,0.92,5.13
A-204489,7.3,2,0.654,6.54
A-204490,7.3,2,0.883,9.77
A-204501,7.3,2,0.704,7.8
A-204510,7.3,2,0.734,9.24
A-204513,7.3,2,0.877,6.15
A-204523,7.3,2,0.873,6.57
A-204527,7.3,2,0.784,5.55
A-204552,7.3,2,0.687,8.07
A-204554,7.3,2,0.524,8.1
A-204558,7.3,2,0.915,8.73
A-204564,7.3,2,0.505,4.81
A-204565,7.3,2,0.96,6.72
A-204584,7.3,2,0.749,8.72
A-204592,7.3,2,0.94,7.76
A-204596,7.3,2,0.555,4.11
A-204604,7.3,2,0.577,9.93
A-204606,7.3,2,0.654,4.18
A-204611,7.3,2,0.929,6.04
A-204619,7.3,2,0.635,8.01
A-204623,7.3,2,0.852,4.11
A-204642,7.3,2,0.979,4.97
A-204662,7.3,2,0.739,7.44
A-204672,7.3,2,0.743,7.91
A-204673,7.3,2,0.587,9
A-204678,7.3,2,0.609,6.07
A-204682,7.3,2,0.884,4.07
A-204694,7.3,2,0.506,7.18
A-204698,7.3,2,0.826,8.89
A-204716,7.3,2,0.661,4.72
A-204728,7.3,2,0.831,5.79
A-204757,7.3,2,0.579,5.26
A-204778,7.3,2,0.86,4.27
A-204785,7.3,2,0.896,9.83
A-204803,7.3,2,0.987,4.05
A-204804,7.3,2,0.705,4.14
A-204805,7.3,2,0.709,9.61
A-204834,7.3,2,0.744,7.78
A-204837,7.3,2,0.692,5.42
A-204843,7.3,2,0.66,5.86
A-204844,7.3,2,0.59,7.7
A-204854,7.3,2,0.851,5.37
A-204857,7.3,2,0.969,6.38
A-204858,7.3,2,0.907,6.38
A-204859,7.3,2,0.742,9.91
A-204862,7.3,2,0.513,4.14
A-204871,7.3,2,0.558,5.16
A-204876,7.3,2,0.979,7.14
A-204885,7.3,2,0.565,8.1
A-204890,7.3,2,0.653,9.82
A-204891,7.3,2,0.721,9.66
A-204904,7.3,2,0.62,4.44
A-204911,7.3,2,0.947,4.05
A-204914,7.3,2,0.959,5.04
A-204926,7.3,2,0.84,9.03
A-204930,7.3,2,0.799,4.31
A-204931,7.3,2,0.605,4.97
A-204938,7.3,2,0.982,8.31
A-204942,7.3,2,0.976,4.97
A-204951,7.3,2,0.647,7.31
A-204962,7.3,2,0.711,6.9
A-204971,7.3,2,0.648,6.13
A-204974,7.3,2,0.698,4.46
A-204981,7.3,2,0.863,8.53
A-204990,7.3,2,0.886,9.01
A-204992,7.3,2,0.786,5.92
A-205008,7.3,2,0.778,6.02
A-205013,7.3,2,0.59,8.12
A-205016,7.3,2,0.519,4.57
A-205034,7.3,2,0.718,9.89
A-205036,7.3,2,0.648,6.72
A-205038,7.3,2,0.548,9.71
A-205051,7.3,2,0.918,5.65
A-205052,7.3,2,0.503,5.01
A-205058,7.3,2,0.554,7.59
A-205061,7.3,2,0.672,4.51
A-205072,7.3,2,0.55,7.67
A-205081,7.3,2,0.644,4.29
A-205087,7.3,2,0.571,5.9
A-205109,7.3,2,0.841,5.24
A-205115,7.3,2,0.9,8.74
A-205125,7.3,2,0.754,7.63
A-205127,7.3,2,0.877,9.84
A-205128,7.3,2,0.758,7.61
A-205141,7.3,2,0.508,7.2
A-205142,7.3,2,0.659,8.39
A-205148,7.3,2,0.654,4.01
A-205154,7.3,2,0.918,9.07
A-205159,7.3,2,0.618,6.09
A-205171,7.3,2,0.829,6.26
A-205187,7.3,2,0.76,6.44
A-205199,7.3,2,0.878,4.85
A-205206,7.3,2,0.712,5.19
A-205228,7.3,2,0.869,8.57
A-205241,7.3,2,0.549,6.51
A-205242,7.3,2,0.851,8.91
A-205270,7.3,2,0.618,8.12
A-205290,7.3,2,0.668,6.82
A-205294,7.3,2,0.555,4.71
A-205295,7.3,2,0.703,9.77
A-205304,7.3,2,0.976,9.23
A-205310,7.3,2,0.954,5.01
A-205319,7.3,2,0.836,5.41
A-205323,7.3,2,0.577,5.89
A-205335,7.3,2,0.58,6.55
A-205354,7.3,2,0.623,9.35
A-205358,7.3,2,0.558,7.17
A-205365,7.3,2,0.816,5.26
A-205393,7.3,2,0.727,4.05
A-205405,7.3,2,0.783,5.78
A-205417,7.3,2,0.804,5.77
A-205420,7.3,2,0.906,9.36
A-205425,7.3,2,0.91,7.26
A-205434,7.3,2,0.779,8.39
A-205440,7.3,2,0.879,5.4
A-205442,7.3,2,0.732,6.46
A-205449,7.3,2,0.771,8.94
A-205458,7.3,2,0.713,9.83
A-205504,7.3,2,0.77,4.53
A-205512,7.3,2,0.759,4.74
A-205514,7.3,2,0.564,9.83
A-205533,7.3,2,0.568,4.66
A-205535,7.3,2,0.927,9.37
A-205537,7.3,2,0.992,6.29
A-205538,7.3,2,0.75,6.76
A-205559,7.3,2,0.909,4.23
A-205560,7.3,2,0.969,8.14
A-205568,7.3,2,0.891,4.91
A-205574,7.3,2,0.663,8.65
A-205582,7.3,2,0.699,4.63
A-205592,7.3,2,0.566,5.7
